radius,grav_mass,bary_mass,rho_c
11.653476406355292,1.703525786065736,1.9510964379402085,1057000000000000.0
11.651852838161245,1.7046812330079886,1.9526418491227249,1058000000000000.0
11.650271225395773,1.7058588360989555,1.954218983223124,1059000000000000.0
11.649082518125587,1.7070198825554823,1.9557700846815835,1060000000000000.0
11.647493850780561,1.7081781290360267,1.9573318757958649,1061000000000000.0
11.646126984416131,1.7093360044934287,1.9588752867749244,1062000000000000.0
11.644850586190374,1.710484038901685,1.9604159860016497,1063000000000000.0
11.643304726874938,1.7116369254174686,1.9619606366524387,1064000000000000.0
11.64192355474425,1.712789737612861,1.9635122274620027,1065000000000000.0
11.640506195843628,1.713926621956793,1.965033621077066,1066000000000000.0
11.639003127552282,1.715080846583938,1.9665876836017733,1067000000000000.0
11.637366971806886,1.7162111217018294,1.9680983401183736,1068000000000000.0
11.635889142567999,1.717352566224012,1.9696301408841477,1069000000000000.0
11.634911818112464,1.7184944193857046,1.9711676847861648,1070000000000000.0
11.633253372506902,1.7196118024655809,1.97266477059855,1071000000000000.0
11.631822035720885,1.720752797329371,1.9742048055330228,1072000000000000.0
11.630337472387652,1.7218799064598649,1.9757204936305088,1073000000000000.0
11.628885806969087,1.7230047674683868,1.977233054082644,1074000000000000.0
11.627263248662587,1.7241223920542228,1.9787356695472635,1075000000000000.0
11.625995392431973,1.7252403941335066,1.9802371920684536,1076000000000000.0
11.624575730456668,1.7263605960990056,1.981746589512129,1077000000000000.0
11.622793874311464,1.7274709914966802,1.9832397174152248,1078000000000000.0
11.621453107861823,1.7285798007568725,1.9847308037478837,1079000000000000.0
11.619950278974867,1.729687879985372,1.9862247915242683,1080000000000000.0
11.618342674526682,1.7308016121616152,1.9877226884765664,1081000000000000.0
11.617166371454847,1.7319047355194253,1.9892100123344136,1082000000000000.0
11.615703998653155,1.7330045719293603,1.9906962851381795,1083000000000000.0
11.614287284367073,1.7341043343130345,1.9921822635379416,1084000000000000.0
11.612728878780556,1.735202102301414,1.993664778254304,1085000000000000.0
11.611408312212674,1.7362975550783633,1.9951433067601103,1086000000000000.0
11.609863660707363,1.737388809885157,1.9966128896848796,1087000000000000.0
11.608266885632998,1.7384737458243107,1.9980788773729128,1088000000000000.0
11.60690632220269,1.7395610859573585,1.9995431987713324,1089000000000000.0
11.605262939224147,1.7406457806561328,2.0010116751469,1090000000000000.0
11.603686556646306,1.7417325126702372,2.002490366004655,1091000000000000.0
11.602343823396213,1.7428031829433188,2.003926864790104,1092000000000000.0
11.600771560667253,1.743878268200684,2.005385931950492,1093000000000000.0
11.59951376117293,1.7449522284767012,2.0068307092776045,1094000000000000.0
11.597817608769649,1.7460284326362556,2.0082945314391814,1095000000000000.0
11.59648089983184,1.7470939906299394,2.009738725436404,1096000000000000.0
11.594932659601955,1.74815620386888,2.011166515140961,1097000000000000.0
11.5934301174921,1.749221430186206,2.0126178675047455,1098000000000000.0
11.59195858929341,1.7502888463500064,2.0140680141460723,1099000000000000.0
11.590173004029165,1.7513338574513504,2.0154753799956606,1100000000000000.0
11.588689403484265,1.7523964283540767,2.016920353659092,1101000000000000.0
11.5872385363364,1.7534486657830657,2.0183458806848824,1102000000000000.0
11.585796981574035,1.7545073155959607,2.019780712646823,1103000000000000.0
11.584494055634261,1.7555461793159328,2.0211870293719354,1104000000000000.0
